Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
Quarter from 01/2014,1/1/2014,4/1/2014,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera
Quarter from 04/2014,4/1/2014,7/1/2014,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera
Quarter from 07/2014,7/1/2014,10/1/2014,Apcera,"Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic"
Quarter from 10/2014,10/1/2014,1/1/2015,Apcera,"Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic"
Quarter from 01/2015,1/1/2015,4/1/2015,Apcera,"Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic"
Quarter from 04/2015,4/1/2015,7/1/2015,Apcera,"Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic","Apcera,Automatic"
Quarter from 07/2015,7/1/2015,10/1/2015,Apcera,"Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia"
Quarter from 10/2015,10/1/2015,1/1/2016,Apcera,"Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia"
Quarter from 01/2016,1/1/2016,4/1/2016,Apcera,"Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia"
Quarter from 04/2016,4/1/2016,7/1/2016,Apcera,"Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia"
Quarter from 07/2016,7/1/2016,10/1/2016,Apcera,"Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia"
Quarter from 10/2016,10/1/2016,1/1/2017,Apcera,"Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia","Apcera,Synadia"
Quarter from 01/2017,1/1/2017,4/1/2017,Synadia,"Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera"
Quarter from 04/2017,4/1/2017,7/1/2017,Synadia,"Synadia,Apcera","Synadia,Apcera,Workiva","Synadia,Apcera,Workiva","Synadia,Apcera,Workiva","Synadia,Apcera,Workiva","Synadia,Apcera,Workiva","Synadia,Apcera,Workiva","Synadia,Apcera,Workiva","Synadia,Apcera,Workiva","Synadia,Apcera,Workiva","Synadia,Apcera,Workiva","Synadia,Apcera,Workiva","Synadia,Apcera,Workiva","Synadia,Apcera,Workiva"
Quarter from 07/2017,7/1/2017,10/1/2017,Synadia,"Synadia,Workiva","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera"
Quarter from 10/2017,10/1/2017,1/1/2018,Synadia,"Synadia,Workiva","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera","Synadia,Workiva,Apcera"
Quarter from 01/2018,1/1/2018,4/1/2018,Synadia,"Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera"
Quarter from 04/2018,4/1/2018,7/1/2018,Synadia,"Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera","Synadia,Apcera"
